doi,theory_id,theory,title,year,"Q1: Does the paper/theory suggest an aging biomarker (i.e. measurable entity reflecting the pace of aging or organism health state, associated with mortality or age-related conditions)?",Q2: Does the paper/theory suggest a molecular mechanism of aging?,Q3: Does the paper/theory suggest a longevity intervention to test?,Q4: Does the paper/theory claim that aging cannot be reversed? (Yes / No),Q5: Does the paper/theory suggest a biomarker that explains differences in maximum lifespan between species? (Yes / No),Q6: Does the paper/theory explain why the naked mole rat can live 40+ years despite its small size?,Q7: Does the paper/theory explain why birds live much longer than mammals on average?,Q8: Does the paper/theory explain why large animals live longer than small ones?,Q9: Does the paper/theory explain why calorie restriction increases the lifespan of vertebrates?
10.3949/ccjm.68.6.535,T2093,Inflammation and Immune Aging Theory,C-reactive protein elevation can be caused by conditions other than inflammation and may reflect biologic aging.,2001,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3950/jibiinkoka.112.414,T0059,Mitochondrial DNA Mutation-Driven Aging Theory,[Molecular mechanism of age-related hearing loss: toward its prevention].,2009,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4049/jimmunol.0801406,T1827,DNA-PKcs Deficiency and DNA Repair Impairment Aging Theory,SCID dogs: similar transplant potential but distinct intra-uterine growth defects and premature replicative senescence compared with SCID mice.,2009,"Yes, but not shown",Yes,No,No,Yes,No,No,Yes,No
10.4049/jimmunol.0900562,T0393,PPAR Modulation Theory,Inhibition of thymic adipogenesis by caloric restriction is coupled with reduction in age-related thymic involution.,2009,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4049/jimmunol.1003438,T0479,Chronic Immune Activation and Inflammation Theory,Chronic exposure to a TLR ligand injures hematopoietic stem cells.,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4049/jimmunol.1100091,T0695,T Cell Aging and Immune Dysfunction Theory,Selective T cell expansion during aging of CD8 memory repertoires to influenza revealed by modeling.,2011,"Yes, but not shown",No,No,No,No,No,No,No,No
10.4049/jimmunol.1403158,T0896,Thymic Involution-Driven Immunosenescence,"Young, proliferative thymic epithelial cells engraft and function in aging thymuses.",2015,No,Yes,Yes,No,No,No,No,No,No
10.4049/jimmunol.168.7.3309,T1697,Immune Cell Senescence and Clonal Dynamics in Aging,"Clonal selection, clonal senescence, and clonal succession: the evolution of the T cell response to infection with a persistent virus.",2002,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.4049/jimmunol.169.3.1619,T0323,Thymic Involution and T Cell Aging Immunological Theory,"T cell subset patterns that predict resistance to spontaneous lymphoma, mammary adenocarcinoma, and fibrosarcoma in mice.",2002,"Yes, quantitatively shown",No,No,No,No,No,No,No,No
10.4049/jimmunol.1901484,T1921,Vascular and Immune Cell MicroRNA Regulation Theory,T Cell-Expressed microRNA-155 Reduces Lifespan in a Mouse Model of Age-Related Chronic Inflammation.,2020,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.4054/DemRes.2019.40.41,T0394,Developmental Origins of Health and Disease,Impact of delayed effects on human old-age mortality<sub>1</sub>.,2019,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.4061/2010/725071,T0657,Nutrient Availability and Prioritization Theory,"Prevention of mutation, cancer, and other age-associated diseases by optimizing micronutrient intake.",2010,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4061/2011/136435,T0224,Mitochondrial DNA Mutation and Deletion-Driven Aging Theory,The role of the mitochondrial genome in ageing and carcinogenesis.,2011,"Yes, but not shown",Yes,No,No,No,No,No,No,Yes
10.4061/2011/165919,T1329,Kin Selection and Reproductive Investment Theory,The selfish grandma gene: the roles of the x-chromosome and paternity uncertainty in the evolution of grandmothering behavior and longevity.,2011,No,No,No,No,No,No,No,No,No
10.4061/2011/235754,T1315,Sirtuin Regulation via p53 Deacetylation and Genomic Stability,"Sirtuins, bioageing, and cancer.",2011,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.4061/2011/257093,T0046,Mitochondrial ROS-Induced DNA Damage Theory,DNA damage and base excision repair in mitochondria and their role in aging.,2010,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4061/2011/407536,T0308,mtDNA Mutation-Driven Mitochondrial Decline Theory,The importance of mitochondrial DNA in aging and cancer.,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4061/2011/790378,T0143,Telomere Shortening-Driven Cellular Senescence Theory,Physical activity and telomere biology: exploring the link with aging-related disease prevention.,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4061/2011/943216,T1524,Mesenchymal Stem Cell Exhaustion in Metabolic and Aging Diseases,"Could metabolic syndrome, lipodystrophy, and aging be mesenchymal stem cell exhaustion syndromes?",2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4067/S0034-98872019001201594,T0198,Education-Based Cognitive Reserve Theory,[Reserva cognitiva y demencias: Limitaciones del efecto protector en el envejecimiento y el deterioro cognitivoLimited protective effects of cognitive reserve on the progression of cognitive impairment].,2019,No,No,No,No,No,No,No,No,No
10.4067/S0716-97602013000200005,T0590,Insulin/IGF-1 Signaling and FOXO-Mediated Aging Theories,"Electrolyzed-reduced water increases resistance to oxidative stress, fertility, and lifespan via insulin/IGF-1-like signal in C. elegans.",2013,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4067/s0034-98872005000200013,T1180,Evolutionary Trade-Offs and Mismatch Theory,[Evolutionary medicine: an emergent basic science].,2005,No,No,No,No,No,No,No,No,No
10.4093/dmj.2014.38.5.321,T0173,Caloric Restriction Sirtuin Theory,Molecular Links between Caloric Restriction and Sir2/SIRT1 Activation.,2014,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.4093/dmj.2019.0143,T0630,Mitochondrial ROS-Epigenetic Hormesis Theory,Mitochondrial Toxins and Healthy Lifestyle Meet at the Crossroad of Hormesis.,2019,No,Yes,Yes,No,No,No,No,No,Yes
10.4103/0019-5154.91816,T0658,Sirtuin-Mediated Programmed Aging Theory,Senescence (ageing) @ 2011.,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4103/0022-3859.33869,T0158,Free Radical and ROS Damage Theory of Aging,The oxidative hypothesis of senescence.,2007,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4103/0377-4929.71995,T0542,Mitochondrial ROS Signaling and Quality Control Theory,Biology of aging brain.,2010,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.4103/0972-124X.113064,T0324,Genetic and Inflammatory Regulation of Immunosenescence,Is immunesenescence a contributing factor for periodontal diseases?,2013,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.4103/0973-029X.72500,T0110,Telomere Attrition and Cellular Senescence Theory,Ageing and its implications.,2010,"Yes, but not shown",Yes,Yes,Yes,Yes,No,No,No,No
10.4103/0974-7753.51923,T0875,Lipid Peroxidation-Centric Free Radical Theory,Oxidative stress in ageing of hair.,2009,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4103/0974-8520.153731,T0301,Systemic and Functional Plasticity Theory,Concepts of Dhatu Siddhanta (theory of tissues formation and differentiation) and Rasayana; probable predecessor of stem cell therapy.,2014,"Yes, but not shown",No,Yes,No,No,No,No,No,No
10.4103/1673-5374.286952,T0073,Senescence-Associated Secretory Phenotype (SASP) Cellular Senescence Theory,Mechanisms of neuroplasticity and brain degeneration: strategies for protection during the aging process.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4103/1673-5374.355751,T1155,Non-Coding RNA Regulation Theory,Molecular hallmarks of long non-coding RNAs in aging and its significant effect on aging-associated diseases.,2023,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.4103/1673-5374.390974,T1363,Cytoskeletal Stability Theory,How do neurons age? A focused review on the aging of the microtubular cytoskeleton.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4103/2230-8210.172242,T0310,Calorie Restriction and Sirtuin-p53 Pathway Theory,Newer antidiabetic drugs and calorie restriction mimicry.,2016,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.4103/ijpvm.IJPVM_397_16,T0310,Calorie Restriction and Sirtuin-p53 Pathway Theory,"Protein Restriction, Epigenetic Diet, Intermittent Fasting as New Approaches for Preventing Age-associated Diseases.",2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4137/BBI.S11154,T0570,DNA Damage-Induced Cellular Senescence Theory,"Construction of a computable network model for DNA damage, autophagy, cell death, and senescence.",2013,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.4137/GRSB.S6510,T0101,Chromatin Remodeling and Stress Response,"Biology of the Mi-2/NuRD Complex in SLAC (Stemness, Longevity/Ageing, and Cancer).",2011,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.4137/cci.s2776,T0354,Altered Intercellular Communication Theory,The Evolution of Cell Communication: The Road not Taken.,2009,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4140/TCP.n.2011.78,T0110,Telomere Attrition and Cellular Senescence Theory,Telomeres: unlocking the mystery of cell division and aging.,2011,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.4141/a97-104,T0423,Reproductive Trade-off Disposable Soma Theory,Age-regulated expression of genetic and environmental variation in fitness traits. 2. Genetic effects and variances for viability among crosses from a factorial mating of six selected Leghorn strains,1999,No,Yes,No,No,No,No,No,No,No
10.4143/crt.2009.41.4.187,T0305,DNA Damage Response-Driven Cellular Senescence Theory,Significance of cellular senescence in aging and cancer.,2009,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4149/gpb_2013027,T0913,Hormesis and Stress Response CR Theories,Effects of caloric restriction on oxidative stress parameters.,2013,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/15384101.2014.949150,T0062,mTOR-Driven Hyperfunction and Geroconversion Theory,Fasting levels of hepatic p-S6 are increased in old mice.,2014,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/15384101.2014.950151,T0790,Genetic Regulation and Pleiotropy Theory,Why genes extending lifespan in model organisms have not been consistently associated with human longevity and what it means to translation research.,2014,"Yes, but not shown",Yes,No,No,No,No,No,No,Yes
10.4161/15384101.2014.965063,T0755,Quasi-Programmed Hyperfunction Aging Theories,"Quasi-programmed aging of budding yeast: a trade-off between programmed processes of cell proliferation, differentiation, stress response, survival and death defines yeast lifespan.",2014,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/15384101.2014.965072,T1292,Stem Cell Senescence and Cell Cycle Regulation Theory,Geroconversion of aged muscle stem cells under regenerative pressure.,2014,"Yes, but not shown",Yes,Yes,Yes,No,No,No,No,No
10.4161/15384101.2014.973308,T0652,SIRT1 Activation Caloric Restriction Mimetics,"Sex differences in aging, life span and spontaneous tumorigenesis in 129/Sv mice neonatally exposed to metformin.",2015,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,Yes
10.4161/15384101.2014.980641,T0192,SIRT6-Mediated Aging Modulation Theory,SIRT6 rescues the age related decline in base excision repair in a PARP1-dependent manner.,2015,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4161/15384101.2014.985507,T0048,mTORC1 Signaling Hyperfunction Theory of Aging,Geroconversion: irreversible step to cellular senescence.,2014,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.4161/23328940.2014.989793,T0351,Metabolic Rate Reduction Longevity Theory,Links between thermoregulation and aging in endotherms and ectotherms.,2015,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,Yes
10.4161/auto.1.3.2017,T1404,Autophagy-Regulated Cellular Senescence Theory,"Autophagy and aging: the importance of maintaining ""clean"" cells.",2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.4161/auto.2.2.2460,T0109,Mitochondrial Quality Control and Mitophagy Theory,"Autophagy, mitochondrial quality control, and oncogenesis.",2006,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4161/auto.20788,T0330,Autophagy and Cellular Senescence Regulation Theory,Searching for the fountain of autophagy-dependent youth: Ettore Bergamini. Interview by Daniel J. Klionsky.,2012,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/auto.24811,T0768,TORC1-Regulated Autophagy Signaling and Aging Theory,Drosophila Fip200 is an essential regulator of autophagy that attenuates both growth and aging.,2013,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4161/auto.28148,T1111,Mitophagy and Organelle Quality Control Autophagy Theory,Identification of autophagy as a longevity-assurance mechanism in the aging model Podospora anserina.,2014,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.4161/auto.3268,T1678,Autophagy Decline and Mitochondrial Dysfunction Senescence Theory,Evidence for selective mitochondrial autophagy and failure in aging.,2007,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/auto.3636,T0248,Autophagy Regulation Theory,Autophagy regulates ageing in C. elegans.,2007,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.4161/auto.4246,T0525,Chaperone-Mediated Autophagy Theory,Chaperone-mediated autophagy and aging: a novel regulatory role of lipids revealed.,2007,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.4161/auto.4604,T0038,Autophagy Dysfunction Theory,Linking lysosomal trafficking defects with changes in aging and stress response in Drosophila.,2007,"Yes, but not shown",Yes,No,No,No,No,No,No,Yes
10.4161/auto.4989,T0634,Neuroendocrine and Non-Cell Autonomous Autophagy Theory,Autophagy is required for dietary restriction-mediated life span extension in C. elegans.,2007,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/auto.5269,T1413,Autophagy Decline and Modulation Theory of Aging,Promoting basal levels of autophagy in the nervous system enhances longevity and oxidant resistance in adult Drosophila.,2008,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/auto.6.1.10600,T1304,Transcriptional Regulation of Autophagy in Longevity Theory,Spermidine: a novel autophagy inducer and longevity elixir.,2010,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/auto.6478,T0248,Autophagy Regulation Theory,Autophagy and aging: new lessons from progeroid mice.,2008,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/auto.6730,T0635,Oxidative Stress and Autophagy Regulation Theory,The effects of p53 on whole organism longevity are mediated by autophagy.,2008,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/auto.6768,T0824,Heat Shock Protein Decline Theory,Autophagy following heat stress: the role of aging and protein nitration.,2008,"Yes, quantitatively shown",Yes,No,No,No,No,No,No,No
10.4161/auto.8.1.18722,T0912,Metabolic Aging and Autophagy Dysfunction Theory,Autophagy links lipid metabolism to longevity in C. elegans.,2012,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4161/cbt.22859,T0062,mTOR-Driven Hyperfunction and Geroconversion Theory,Rapalogs in cancer prevention: anti-aging or anticancer?,2012,"Yes, but not shown",Yes,Yes,No,Yes,Yes,No,No,Yes
10.4161/cbt.4.2.1506,T0013,Cellular Senescence Theory,Newly identified roles for an old guardian: profound deficiency of the mitotic spindle checkpoint protein BubR1 leads to early aging and infertility.,2005,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.4161/cc.10.1.14457,T0362,Early-Life Reproduction vs. Late-Life Fitness Trade-Off Antagonistic Pleiotropy,Quantitative evidence for early life fitness defects from 32 longevity-associated alleles in yeast.,2011,"Yes, quantitatively shown",Yes,No,No,No,No,No,No,No
10.4161/cc.10.10.15496,T0263,Mitochondrial ROS Production and Oxidative Damage Theory,Mitochondrial complex I: a central regulator of the aging process.,2011,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.4161/cc.10.15.16886,T0165,mTOR-Driven Cellular Senescence and Stem Cell Dysfunction Theory,From growing to secreting: new roles for mTOR in aging cells.,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/cc.10.18.17196,T1207,Mitochondrial Dynamics and ROS-Mediated Aging Theory,Unopposed mitochondrial fission leads to severe lifespan shortening.,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4161/cc.10.21.18128,T0165,mTOR-Driven Cellular Senescence and Stem Cell Dysfunction Theory,mTOR-regulated senescence and autophagy during reprogramming of somatic cells to pluripotency: a roadmap from energy metabolism to stem cell renewal and aging.,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/cc.10.22.18302,T0138,Energy Allocation and Reproduction Trade-Off Disposable Soma Theory,The disposable soma theory revisited: time as a resource in the theories of aging.,2011,"Yes, but not shown",Yes,Yes,No,Yes,Yes,No,No,Yes
10.4161/cc.10.24.18832,T0764,Muscle Satellite Cell Depletion and Progenitor Senescence Stem Cell Exhaustion Theory,Adult stem cells: simply a tool for regenerative medicine or an additional piece in the puzzle of human aging?,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4161/cc.10.6.14912,T0310,Calorie Restriction and Sirtuin-p53 Pathway Theory,"Comparative transcriptional pathway bioinformatic analysis of dietary restriction, Sir2, p53 and resveratrol life span extension in Drosophila.",2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/cc.10.6.15076,T1417,p53 Phosphorylation-Mediated Cellular Senescence and Aging Theory,How phosphorylation controls p53.,2011,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.4161/cc.10.9.15464,T0534,Toxic Metabolite Accumulation Theory,A genomic analysis of chronological longevity factors in budding yeast.,2011,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/cc.11.2.19006,T0945,Tumor Suppression Theory,"Is cancer a metabolic rebellion against host aging? In the quest for immortality, tumor cells try to save themselves by boosting mitochondrial metabolism.",2012,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.4161/cc.19847,T0401,Telomere Dysfunction and DNA Damage Response Theory,Posttranslational control of telomere maintenance and the telomere damage response.,2012,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.4161/cc.20317,T0636,Caloric Restriction-Induced Autophagy Theory,Autophagy and cardiovascular aging: lesson learned from rapamycin.,2012,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.4161/cc.20437,T0622,Stem Cell Niche Aging and Microenvironment Theory,Heterochronic parabiosis for the study of the effects of aging on stem cells and their niches.,2012,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
